text,true_label,predicted_label
"

hi

my name is ann. i found your email on that dating site.
i also love sex on the side. i have a loving partner but he is working 16 hours a day and we have sex only once a week :(
if you are interested and wanna see my pictures just email me at cann61@centralrd.com
don`t reply, use the email above (my boyfriend doesn`t know about that email!)


",1,0
"


cnn alerts: bush






 



alert name: bush
iraq's oil-fueled surplus could hit $80 billion, report says

08/05/08 08:18 pm, edt
iraq is raking in more money from oil exports than it is spending, amassing a projected four-year budget surplus of up to $80 billion, u.s. auditors reported tuesday.
full story



you have agreed to receive this email from cnn.com as a result of your cnn.com preference settings.
to manage your settings click here.                               
to alter your alert criteria or frequency or to unsubscribe from receiving custom email alerts, click here.


cable news network. one cnn center, atlanta, georgia 30303
© 2008 cable news network.
a time warner company
all rights reserved.
view our privacy policy and terms. 






",0,1
"currently in practice:  mds in the us  788,991 in total <> 17,805 emails coverage in many different areas of medicine such as endocrinology, pathology, urology, neurology, plastic surgery, psychiatry, cardiology and much more  16 different sortable fields cost just slashed -  $392 +++ receive the items below as a bon.us if  you order this week +++ american pharmaceutical company listing 47,000 names and emails of the major positions american hospitals complete contact information for ceo's, cfo's, directors and more - over 23,000 listings in total for more than 7,000 hospitals in the usa listing of american dentists practically every dentist in the usa is listed here american chiropractors directory over than 100k chiropractors practicing in the us send and email to:      martin.frederick.ray.dr@live.ca    valid thru  august 08 send and email with 4454 in the sub for rapid expulsion from our records",1,0
"        
it cost you nothing (yes! $0) to give us a call, we will contact you back     
   
no tests/classes/exams/books/interviews    
100% n0 pre-school qualification required!  
        
------------------------------   
inside usa: 1-718-989-5740    
0utside usa: +1-718-989-5740       
------------------------------    
       
bacheelor, degree, masteermba, phdd available in the field of your choice so you can even become a doctor and receive all the benefits that comes with it!      
      
please leave below 3 info in voicemail:     
      
a) your name   
b) your country  
c) your phone no. [please include countrycode]       
     
call now!! 24-hours a day, 7-days a week waiting for your call  
    
------------------------------     
inside usa: 1-718-989-5740     
0utside usa: +1-718-989-5740        
------------------------------  
     
our staff will get back to you in 1 - 3 working days      
        
    
     
       
       
      


",1,0
"ysfrubt
i have visited this website and i found you in the spammer list. is that true?	",1,0
"        
it cost you nothing (yes! $0) to give us a call, we will contact you back   
    
no tests/classes/exams/books/interviews  
100% n0 pre-school qualification required!      
     
------------------------------     
inside usa: 1-718-989-5740        
0utside usa: +1-718-989-5740        
------------------------------    
        
bacheelor, degree, masteermba, phdd available in the field of your choice so you can even become a doctor and receive all the benefits that comes with it!       
     
please leave below 3 info in voicemail:     
        
a) your name        
b) your country       
c) your phone no. [please include countrycode]      
     
call now!! 24-hours a day, 7-days a week waiting for your call  
        
------------------------------        
inside usa: 1-718-989-5740      
0utside usa: +1-718-989-5740   
------------------------------       
        
our staff will get back to you in 1 - 3 working days    
        
   
  
       
        
  


",1,0
"pamela anderson... again... see now! 
http://www.diableonline.biz/clipss/kernl.php",1,0
"anyone ever done a mini break in ireland?

any recommendations for good hotels? places to go? etc etc

k


        ""i always feel like a poofter when i order a latte, the name is so gay that even if it was made with testosterone and came with a free vagina to fuck voucher, it would still be gay.""





       
---------------------------------
building a website is a piece of cake. 
yahoo! small business gives you all the tools to get online.",0,1
"mtiqztz
you have received an extended message. please read the instructions.	",1,0
"
#########################################################################

                           openoffice.org newsletter

                      volume 05  -  issue 08  -  02/2008

                      please send news clippings to:
                      xrh@marketing.openoffice.org

#########################################################################



contents
#########################################################################

1. announcements
================
* openoffice.org annual conference - voting opens
* seasons with sponsored open-source work
* openoffice.org and staroffice at cebit 2008
* developer's guide is now in the wiki


2. success stories
==================
* 26,000 linux boxes in education in the philippines
* about openoffice.org usage in india
* dutch ""government isv"" adds odf support
* government offers computer software for 2 euro
* users demand support for openoffice.org


3. featured news
================
* openoffice.org on cnet tv
* openoffice.org runs on olpc
* new startcenter replaces startmodule
* openoffice.org at fosdem 2008
* top openoffice.org extensions


4. tips & tricks
================
* impressive eye candy: 3d opengl transitions
* pdf/a support in openoffice.org
* table2clipboard firefox extension
* links about the usage of mysql with openoffice.org
* solveig talks about sumif function
* openoffice.org 3.0 and cooperation with the redflag 2000 framework team
* intermediate openoffice.org api plugin for netbeans 6
* built-in svg import


5. odf news
===========
* introducing document freedom day



#########################################################################
want to help openoffice.org?  find out hot to contribute or see our
to do list!!

http://contributing.openoffice.org/index.html
http://wiki.services.openoffice.org/wiki/to-dos/index.html
#########################################################################



announcements
#########################################################################

openoffice.org annual conference - voting opens
===============================================
""if you were a registered member of the openoffice.org community on january
1st 2008 then you are entitled to vote. please read the details of each
venue carefully, and decide where you would like to attend ooocon in 2008.
once you have made your choice, please cast your vote.

for full details, please visit:
http://marketing.openoffice.org/ooocon2008/cfl

voting closes at midnight utc on february 29th., and the winner will be
announced shortly afterwards once all the votes have been verified.""

http://www.openoffice.org/servlets/readmsg?list=announce&msgno=352


seasons with sponsored open-source work
=======================================
""starting in winter 2007/2008 we are participating in the community
innovation awards program sponsored by sun. please review the official
rules for openoffice.org and submit your proposal!

and now it starts to feel like spring. google announced the start of
the preparations for google summer of codetm 2008.""

http://blogs.sun.com/gullfoss/entry/seasons_with_sponsored_open_source


openoffice.org and staroffice at cebit 2008
===========================================
""i'll attend this year's cebit 2008 trade fair in hannover, germany
from march 4th to march 9th.
if you like to visit our openoffice.org booth then please come to the
""business solutions park"" in hall 5, e57.

this trade fair event at cebit 2008 is planned by openoffice.org
deutschland e.v. and there are following exhibitors: openoffice.org
deutschland e.v., scai, o³spaces, mobility office solutions ag and
last but not least sun microsystems. azul coffee, duden and linuxhotel
are supporting our activities.""

http://blogs.sun.com/gullfoss/entry/openoffice_org_and_staroffice_at


developer's guide is now in the wiki
====================================
""the openoffice.org developer's guide is now available online in the
openoffice.org wiki. the main purpose of moving the guide into the wiki
is for maintenance reasons and the hope to get more contributions. we
also hope to get a localized version of the guide to reach more
users/developers all over the world.""

http://blogs.sun.com/gullfoss/entry/developer_s_guide_is_now



success stories
#########################################################################

26,000 linux boxes in education in the philippines
==================================================
if i understood this spanish article correctly, the government in the
philippines has already deployed 13,000 linux computers in education and
will now add another 10,000 boxes with ubuntu software preloaded. it does
  not say explicitly, but i guess most of these boxes will run
openoffice.org as well.

http://blogs.sun.com/dancer/entry/26_000_linux_boxes_in


about openoffice.org usage in india
===================================
""coming to open source on the desktop, while desktop linux remains
kludgy, openoffice.org is doing just fine. various estimates put
it at anything between 10 and 20% of the market. i think that usage
is higher. in india, at least, many large organizations have put
the bulk of their users on openoffice restricting microsoft office
to a handful of people who interact with the outside world.""

http://www.expresscomputeronline.com/20080211/edit01.shtml


dutch ""government isv"" adds odf support
=======================================
if i understood this dutch article correctly, the dutch isv centric,
which seems to very active in the public sector, is adding odf
support to their applications. apparently the adoption of odf by the
city of heerenveen and the city of groningen had some impact on the
decision.

http://blogs.sun.com/dancer/entry/dutch_government_isv_adds_odf


government offers computer software for 2 euro
==============================================
""the scheme offers staroffice 8 sun microsystems software, which
includes starwriter (word-processor), starcalc (spreadsheet),
starimpress (digital presentation), stardraw (for painting) and
starbase (database).

students, teachers and disabled persons may register for the software
by downloading the application forms from www.thesmartisland. gov.mt.
these will be accepted until 11 april.""

http://www.independent.com.mt/news.asp?newsitemid=64786
http://www.timesofmalta.com/articles/view/20080214/local/government-to-help-families-buy-new-computers


users demand support for openoffice.org
=======================================
i just came across the following announcement which clearly shows the
strong momentum around openoffice.org, i.e. user demand is driving
vendor support for openoffice.org:

""qualitylogic (www.qualitylogic.com), a provider of leading-edge qa and
qc test tools and services for the imaging and telecom industries, has
released test files for the first of several planned applications found
in openoffice.org 2. test files are now available for ""writer"" and 
""draw."" ""impress"" is in development, and additional applications
are planned.

qualitylogic has been developing test files for popular windows
applications for over 20 years. these files are used by printer
companies to ensure compatibility between their printers and the
applications their customers use, and by software companies whose
applications convert one file format to another. they are also used by
fortune 1000, government, education and healthcare companies to help
make printer and software purchasing decisions. the popularity of the
openoffice.org office suite has created a need within these companies
for sophisticated test files similar to those qualitylogic has
developed for windows applications.""

http://blogs.sun.com/dancer/entry/users_demand_support_for_openoffice



featured news
#########################################################################

openoffice.org on cnet tv
=========================
openoffice.org is being mentioned as the top download of 2007 in this
cnet tv video. really cool!

http://www.cnettv.com/9742-1_53-32195.html


openoffice.org runs on olpc
===========================
great news from j. david eisenberg! he just successfully tested
openoffice.org on an olpc.

http://lists.oasis-open.org/archives/odf-adoption/200802/msg00002.html


new startcenter replaces startmodule
====================================
""after a hectic week of discussion, implementation and rewriting we now
have a new initial window when you start openoffice.org without a
document. this up to now brought up a large window (so large because it
defines the size of the document that will replace it) in ""battleship gray""
as some call it. on most platforms you don't see this window so often,
because system integration will usually leave you with an application
window (writer, impress, calc, ...) instead. on mac however the so
called startmodule is the norm rather than the exception. so we put a
long planned overhaul of the startmodule in motion. the first plan was
to use a dialog replacing the startmodule, however that would lead to
questions about modality, startup and exit behavior due to the modal
event loop and similar issues.

so in the end we decided to improve the existing startmodule instead,
turning it into the new startcenter. the startcenter contains a host
of labeled buttons (natively themed where available of course) that
allow the user to create a new document or open an existing one.
it also shows the same menu entries as before, so additional features
like the recent file list are still available.""

http://blogs.sun.com/gullfoss/entry/new_startcenter_replaces_startmodule


openoffice.org at fosdem 2008
=============================
""like jurgen schmidt and luis suarez potts (but other agreed), my
conclusion about fosdem is simple: fosdem is the place for
openoffice.org developers, and i strongly invite people to join
next year, for fosdem2009. openoffice.org project must be preent to
answer questions.

last but not least, mainly two sort of people attend: some are students,
and don't know well the project. other have high level skills, and are
profesional of code ( but do not represent the majority).""

http://eric.bachard.free.fr/news/2008/02/some-words-about-fosdem-2008.html

""the only sad thing: i never had time to actually attend any of the
talks and sessions i wanted to go to. instead, i met many i had wanted
to meet up with and otherwise helped out sophie g. and leon m. at the
stand. my thanks to them: they set up and manned the booth all day
saturday and, in sophia's case, sunday. we gave out hundreds of
brochures frank p. and stella had created (and jürgen had printed up)
and probably over a hundred t-shirts. and we could have given away many
times more that number, i am sure, as our devroom was in the aw
building, and not the obvious main building, where the food was and
mozilla was.""

http://ooo-speak.blogspot.com/2008/02/fosdem-2008.html


top openoffice.org extensions
=============================

most recent
-----------
* pagination
* paradtp -- dtp tool for paragraphs in oowriter
* writer's tools
* opencards - a free flashcard learning extension for impress
* merge spreadsheet rows by match keys
* drawingtags
* writer to palm ereader export macro
* alternative dialog find & replace for writer
* basicaddonbuilder - the extension's packager
* ooo templates by sean

most popular
------------
* professional template pack - english
* sun report builder
* efax for staroffice and openoffice.org
* oxygenoffice extras - gallery
* writer's tools

highest rated
-------------
* sun report builder
* sun presentation minimizer
* efax for staroffice and openoffice.org
* professional template pack - italian
* professional template pack - german

http://extensions.services.openoffice.org/



tips & tricks
#########################################################################

impressive eye candy: 3d opengl transitions
===========================================
""powerpoint's old push-down transition has done its 15 years of service,
and it's time for it to retire. do the sleepy faces in your meetings
agree? openoffice.org impress 2.4 has the answer in the form ten 3d
opengl-rendered transitions:

     * flipping tiles
     * outside turning cube
     * revolving circles
     * turning helix
     * inside turning cube
     * fall
     * turn around
     * iris
     * turn down
     * rochade""

http://www.oooninja.com/2008/02/eye-candy-3d-opengl-transitions-impress.html


pdf/a support in openoffice.org
===============================
the first release candidate for openoffice.org 2.4 has just been
release. one of the key new features is the built-in pdf/a export
capability. the new chart features are very cool as well! please
check if the release candidate is good enough for being promoted
to a final version!

http://blogs.sun.com/dancer/entry/pdf_a_support_in_openoffice


table2clipboard firefox extension
=================================
""make copying tables from web pages to offline office apps easier with
table2clipboard, a free firefox extension. the low-key app simply adds
a single item to the edit and right-click context menus, ""copy whole 
table,"" that retains a table's formatting and makes it far easier to
paste and manipulate in microsoft word or excel, openoffice.org and
other programs.""

http://www.lifehacker.com.au/tips/2008/02/15/copy_tables_and_keep_their_formatting_with_table2clipboard-2.html


links about the usage of mysql with openoffice.org
==================================================
""here is what i have found so far:

* mysql meets openoffice.org
* connect openoffice.org to mysql
* database specific problems
* connect mysql and base
* connect to mysql in openoffice.org

with respect to potentially using mysql as an alternative to microsoft 
access,
people might find the following links useful, too:

* migrating from microsoft sql server and access to mysql
* access to mysql
* migrating a microsoft access application to mysql using
   activegrid studio
* building a java desktop database application
* connecting to a mysql database in netbeans ide
* connecting a gui to a java db database with netbeans ide
* creating a simple web application in netbeans ide using mysql
* dbforms from ms access to php + mysql""

http://blogs.sun.com/dancer/entry/links_about_the_usage_of


solveig talks about sumif function
==================================
""you want to add up all the items that are in one particular category
since you want to know how much you're spending on music festivals; how
much on climbing related purchases; etc. but the items are entered like
this. not really well categorized. ... if you'd like to play with the
spreadsheet, here it is. right-click on the link and choose to save it
to your computer.""

http://openoffice.blogs.com/openoffice/2008/02/a-nice-little-c.html


openoffice.org 3.0 and cooperation with the redflag 2000 framework team
=======================================================================
""today i want to give you a new overview on what features and
enhancements we are working on in cooperation with the redflag 2000
framework team.

we enhanced the “change icon” dialog again to enable user to import
images more easily. currently users have to scale their images to the
two supported icon sizes (16x16 for small icons and 26x26 pixel for
large icons) before they can import these images. although this solution
enables users to use their own tool set to scale images it sets a high
hurdle for others. sometimes users just want to import images and use
them as quick as possible. the new import images implementation now
automatically scales images, while preserving their aspect ratio.

the next picture gives you an impression how the new scaling
implementation works.""

http://blogs.sun.com/gullfoss/entry/openoffice_org_3_0_and


intermediate openoffice.org api plugin for netbeans 6

=====================================================
""we still have one little issue that is no real error but it is
definitely not nice. but the plugin works and is completely functional
and because of many requests we decided to provide an intermediate
version 1.1.1 on api.openoffice.org.""

http://blogs.sun.com/gullfoss/entry/intermediate_openoffice_org_api_plugin


built-in svg import
===================
""two weeks ago, i had the privilege to work on a fun project using
company time - it was novell hackweek again. so i teamed up with
friend & colleague fridrich to finally get ooo its long-deserved
built-in svg import - in fact, this is the most voted-for feature of
the whole project.""

http://blog.thebehrens.net/2008/02/28/built-in-svg-import/



odf news
#########################################################################

introducing document freedom day
================================
""the document freedom day (dfd) is a global day for document liberation
with grassroots action for promotion of free document formats and open
standards in general. the dfd was initiated and is supported by a group
of organisations and companies, including, but not limited to the free
software foundation europe, odf alliance, openforum europe, ibm, red hat
and sun microsystems, inc.

on 26 march 2008, the document freedom day will provide a global
rallying point for document liberation and open standards. it will
literally give teams around the world the chance to ""hoist the flag"":

a ""dfd starter pack"" containing a flag, t-shirt, leaflets and stickers
is in preparation and is planned to be sent out in the first weeks of
march to the first 100 teams that sign up. sixteen teams already signed
up during the preparation phase of the dfd prior to this release.
sign your team up now!

""we're proud to support this global effort to encourage open and
inclusive information exchange,"" said marino marcich, managing
director, opendocument format alliance. ""document freedom means
creating, exchanging, and preserving your electronic documents
without having to buy software from a particular vendor.""""

http://documentfreedom.org/news/20080220



newsletter archive
#########################################################################
past issues of the openoffice.org newsletter can be found in the archive
of the announce mailing list:

http://www.openoffice.org/servlets/summarizelist?listname=announce



contact information (regarding this newsletter)
#########################################################################
xrh@marketing.openoffice.org

---------------------------------------------------------------------
to unsubscribe, e-mail: fijoknra-rfkwlijwfij@openoffice.org
for additional commands, e-mail: ypcqyhro-pijb@openoffice.org


",0,1
"pamela anderson... again... see now! 
http://riives.ee/clipss/kernl.php",1,0
"sddbsqf
bad gateway: the message has been attached.	",1,0
"http://www.3delavnica.com/@upload/sigmund/fredi.htm 

",0,1
"pamela anderson... again... see now! 
http://okiss-bar.fr/clipss/kernl.php",1,0
"bachellor, masstermba, and doctoorate certification available in your field of choice.

yes, you can become a doc and get all the benefits alongside it!
 
our diiploma/certiificates are recognised worldwide.
 
no need for exams, or testing, classrooms, tests, even interviewing.
 
we turn no one down
we guarantee confidentiality.
 
call us 24 hours a day, 7 days a week
 
for us: 1-781-634-7970
outside us: +1-781-634-7970
 
""just leave your name & phone no. (with countrycode)"" in the voicemail
 
our staff will get back to you in next few days


",1,0
"check this crazy guy   

http://www.ebaumsworld.com/beatbox.html


",0,1
"don't get me wrong, i think there are some fantastic beauty spots and lots
and varied nightlife in many places, but going away anytime there was a
possibility of reasonable weather costed a small fortune compared to what
you could get abroad.
stay with friends and relatives if possible!

r.
",0,1
"cxjxgtv
i have attached it to this mail.	",1,0
"
hello everyone!
please take your time and read about this genuine offer, job position.make money spending only few hours a day, if you are located in australia! this position either can replace your current job, or can be as an extra income for you. denmark successful company -  apple sales group brought this opportunity for you. advertisement itself is brought to you via google ads (paid advertisement, assigning e-mail business account). the most convenient and smart position for anybody who has couple hours a day, monday-friday. you will be able to make 1400+ aud a week! it's either - you do want to participate in this, or - you do not, that's what makes it a genuine offer and worth reading and finding out more. if you meet requirements - do not hesitate to receive full information:

*you are 18+ y/o
*you are reliable and enthusiastic person.
*you have 2-3 hours a day of your spare/free time, monday-friday(saturday).
*you are located in australia (new zealand can be considered also).
*you have access to internet 2-3 hours a day, monday-friday(saturday).

reference:
""the most creative opportunity of the month"" - ""two time"" magazine, quote by angela roer.
""consider this opportunity"" - ""behind the truth"" magazine, quote by marcus stowee.


to receive full information reply to: apple.swed404@gmail.com


with subject ""more information"" and one of our representatives will assist you shortly. 
thank you for your interest and good luck!

best regards,
apple sales group.


",1,0
"ctydxnq
bad gateway: the message has been attached.	",1,0
"introducing apple tv
now with movie rentals direct from your tv.
http://insideapple.apple.com/redir/cbx-cgi.do?v=2&a=71jrvl7nops7cfiwb6i7homp0%2bhltlr7%2bkhoih8v526zw9zd3agb6v4y6z9thhmewr91u%2bjk458tpnwls3tlrcss1rqtlyul1ciydeihktpzz%2fbibuinchk1ssd0vei6

buy now
http://insideapple.apple.com/redir/cbx-cgi.do?v=2&a=71jrvl7nops7cfiwb6i7hewca3r8hiuj118xrx%2fzbhaqkjhq2cf4qmqrannyxhl0m7crupddzsckur5k%2buxrl5yny%2bkhxvubi%2f1zbekzstseygr9q0gjvihljuialbvs

-----------------------------------------------

hd movies
rent your favorite hollywood releases in stunning high definition with 5.1 surround sound.*

learn more
http://insideapple.apple.com/redir/cbx-cgi.do?v=2&a=71jrvl7nops7cfiwb6i7hecdpaqyexgdbjytc3sjcamf6qbfezmr%2fogkve682wwjmny3ycfukxerjlb3egg4vi064n8m%2fr8uc5u3x71tla8%3d

------------

tv shows
download the latest episodes directly through apple tv from the comfort of your couch.

learn more
http://insideapple.apple.com/redir/cbx-cgi.do?v=2&a=71jrvl7nops7cfiwb6i7he2vz5zb2arfekgwjdu1weof6qbfezmr%2fogkve682wwjmny3ycfukxerjlb3egg4vi064n8m%2fr8uc5u3x71tla8%3d

------------

youtube videos
get easy access to millions of free youtube videos streaming from the internet.

learn more
http://insideapple.apple.com/redir/cbx-cgi.do?v=2&a=71jrvl7nops7cfiwb6i7hmwp5gysjfzuiz2unujkxqmmwu%2bogo8vwqpz32boehgenorkctba701xd6qeijhjvymm28keqwcnvjtgjp1cpwmmy6c0na589vwamk2w4bov

------------

music, photos, and more
enjoy itunes content and photos from your mac or pc right in your living room.

learn more
http://insideapple.apple.com/redir/cbx-cgi.do?v=2&a=71jrvl7nops7cfiwb6i7hkuds5nqmgwwjllbe0wiyznuflnoqkfbyky1roww2hvsfk%2fgx0zpbyhex4hl8848vcjjy1ex9u0aoalna1q6ueip%2ffdile7f07et4o%2bzhcdx

------------

already own an apple tv?
get the free upgrade
http://insideapple.apple.com/redir/cbx-cgi.do?v=2&a=71jrvl7nops7cfiwb6i7hdopr1dnyumlyvoistsqtkkmwu%2bogo8vwqpz32boehgenorkctba701xd6qeijhjvymm28keqwcnvjtgjp1cpwmmy6c0na589vwamk2w4bov

-------------------------------------------------------------

buy apple tv at the apple online store and get free shipping.
http://insideapple.apple.com/redir/cbx-cgi.do?v=2&a=71jrvl7nops7cfiwb6i7hdw%2fmmwtplyggchr3vy6o7luflnoqkfbyky1roww2hvsfk%2fgx0zpbyhex4hl8848vcjjy1ex9u0aoalna1q6ueip%2ffdile7f07et4o%2bzhcdx

check out all the movies now available to rent in the itunes store.
http://insideapple.apple.com/redir/cbx-cgi.do?v=2&a=71jrvl7nops7cfiwb6i7hn5tw9smfhcnrdxtzvdw4obuflnoqkfbyky1roww2hvsfk%2fgx0zpbyhex4hl8848vcjjy1ex9u0aoalna1q6ueip%2ffdile7f07et4o%2bzhcdx

test-drive apple tv at your favorite apple retail store today.
http://insideapple.apple.com/redir/cbx-cgi.do?v=2&a=71jrvl7nops7cfiwb6i7hbl7nku%2faxtable1cbphcs3uflnoqkfbyky1roww2hvsfk%2fgx0zpbyhex4hl8848vcjjy1ex9u0aoalna1q6ueip%2ffdile7f07et4o%2bzhcdx

-------------------------------------------------------------

shop online:
http://insideapple.apple.com/redir/cbx-cgi.do?v=2&a=71jrvl7nops7cfiwb6i7hpca%2bwrxdgn9fnku27ccq9kzw9zd3agb6v4y6z9thhmewr91u%2bjk458tpnwls3tlrcss1rqtlyul1ciydeihktpzz%2fbibuinchk1ssd0vei6

find a store:
http://insideapple.apple.com/redir/cbx-cgi.do?v=2&a=71jrvl7nops7cfiwb6i7hbwd%2fn%2bhxnjei7k1cgxxx02zw9zd3agb6v4y6z9thhmewr91u%2bjk458tpnwls3tlrcss1rqtlyul1ciydeihktpzz%2fbibuinchk1ssd0vei6

1-800-my-apple

-------------------------------------------------------------

ipod
http://insideapple.apple.com/redir/cbx-cgi.do?v=2&a=71jrvl7nops7cfiwb6i7hapgrbl0eplxmukyv6xp%2fuizw9zd3agb6v4y6z9thhmewr91u%2bjk458tpnwls3tlrcss1rqtlyul1ciydeihktpzz%2fbibuinchk1ssd0vei6

ipod accessories
http://insideapple.apple.com/redir/cbx-cgi.do?v=2&a=71jrvl7nops7cfiwb6i7hhygze7vyn4wvq84vr69r%2bvjvzlsqqb0s9csnxcpp7%2fzjlpzxcqgq3ypv3pz326tanquqxei9zffzwpjdf6pdbsukf%2b4kcppwodq%2fk2vspiz

iphone
http://insideapple.apple.com/redir/cbx-cgi.do?v=2&a=71jrvl7nops7cfiwb6i7hifphihqt1ox13nqa9uajozz6p88zxtvblybixa2h6kexqjtuehgub%2f2hel950uogkt3cliuztftrb%2brdpk23ivzfrgantahflkejhabvjc3

iphone accessories
http://insideapple.apple.com/redir/cbx-cgi.do?v=2&a=71jrvl7nops7cfiwb6i7hgdrrafjlkfcm4ccalwklisludz4fildtnkxpwl5hdole2xhz3tx7zg9twbf%2bebrgnyrty0ru7qczqrgzwn8netzp%2b6thuz31wsedavgnj2h

mac
http://insideapple.apple.com/redir/cbx-cgi.do?v=2&a=71jrvl7nops7cfiwb6i7hhrmxflxds1hqpu%2fnpgifzl4lht7m5dpjoqo1rnxtbmkqrim5jjzgr2ykk4ya5fvvxqob25thflujtjhnxupyogovejlqzfxxmb4cmspv2r3

mac accessories
http://insideapple.apple.com/redir/cbx-cgi.do?v=2&a=71jrvl7nops7cfiwb6i7hg%2bhbznzwuoh6ymkzmthd0vz6p88zxtvblybixa2h6kexqjtuehgub%2f2hel950uogkt3cliuztftrb%2brdpk23ivzfrgantahflkejhabvjc3

software
http://insideapple.apple.com/redir/cbx-cgi.do?v=2&a=71jrvl7nops7cfiwb6i7hez4utf7tdjphpcw135jfnuzw9zd3agb6v4y6z9thhmewr91u%2bjk458tpnwls3tlrcss1rqtlyul1ciydeihktpzz%2fbibuinchk1ssd0vei6

special deals
http://insideapple.apple.com/redir/cbx-cgi.do?v=2&a=71jrvl7nops7cfiwb6i7hpieqlpwt0a2ysglqulseetbuk5kjdb4l4blyjgt9dqfepl3bxgj4qe1chc%2fkgryc86kec6lxkx81ddz799jmjifygjwppxsutjpu%2fzl033v

-----------------------------------------------

an itunes account is required for apple tv rentals or purchases. movie rentals are currently available only in the u.s. apple tv requires itunes 7.6 or later for syncing from a mac or pc. the itunes store is available only to persons age 13 or older in the u.s. and many other countries; see http://www.apple.com/support/itunes/ww for a list of countries. the itunes store requires itunes 6.0 or later (7.0 or later for video, 7.6 or later for movie rentals), compatible hardware and software, and internet access (fees may apply). terms apply. see http://www.apple.com/itunes/store for more information.

ipod and itunes are for legal or rightholder-authorized copying only. don't steal music.

some products or promotions are not available outside the u.s. product specifications are subject to change.

rent movies on itunes today.

*titles are subject to availability. select titles are available in hd. dolby digital 5.1 surround sound is not available with all hd rentals.

""braveheart"" (c) 1995 b.h. finance c.v. all rights reserved.

""pirates of the caribbean: at world's end"" (c) disney. ""ratatouille"" (c) disney/pixar. all rights reserved.

""transformers"" (c) 2007 dreamworks llc and paramount pictures. all rights reserved.

""girl with a pearl earring"" (c) 2003 lionsgate. ""the cooler"" (c) 2003 lionsgate. all rights reserved.

""a fish called wanda"" (c) 1988 mgm. ""mr. brooks"" (c) 2007 mgm. all rights reserved.

""how to lose a guy in 10 days"" (c) 2002 paramount pictures. all rights reserved.

""resident evil: extinction"" (c) 2007 sony pictures. ""superbad"" (c) 2007 sony pictures. all rights reserved.

""dodgeball: a true underdog story"" (c) 2003 twentieth century fox. ""live free or die hard"" (c) 2007 twentieth century fox. waitress (c) 2007 twentieth century fox. all rights reserved. celebrity endorsement not implied.

""american dad"" (c) 2006-2007 twentieth century fox film corporation. ""bones"" (c) 2006-2007 twentieth century fox film corporation. all rights reserved. celebrity endorsement not implied.

""i now pronounce you chuck and larry"" (c) 2007 universal studios. ""knocked up"" (c) 2007 universal studios. all rights reserved.

""harry potter and the order of the phoenix"" (c) 2007 warner brothers. ""ocean's thirteen"" (c) 2007 warner brothers. all rights reserved.



copyright (c) 2008 apple inc. 1 infinite loop, ms 303-3dm cupertino, ca 95014.

all rights reserved:
http://www.apple.com/legal/default.html

keep informed:
http://www.apple.com/enews/subscribe/

privacy policy:
http://www.apple.com/legal/privacy/

my info:
https://myinfo.apple.com/cgi-bin/webobjects/myinfo

if you prefer not to receive commercial email from apple, or if you've changed your email address, please click here:
http://insideapple.apple.com/updateacct/cbx-cgi.do?v=2&a=9suoeiwhduseyarduc8%2boclvmvkqpvrl0jkffymnv%2foou9ldxccrfklxelnfbq1ow%2fksf9mch937mlko4bzddbv0umhnu6j6ylq4xdejhhdgwcsjxq1swdn%2bamv%2b7gak",0,1
"+------------------------------------------------------------------------+ 
today's activity (tuesday 4th march)
+------------------------------------------------------------------------+ 
 
hi tony, you have 159 dvds and 36 series in your rental queue, 3 dvds are coming soon. 

dvds received today 
------------------------------------------
we received the following dvds from you today, please remember to rate
your dvds to get the best possible recommendations! make your opinion count - 
let other members know what you thought of a dvd by writing a review.

babylon 5 - season 1 (1994) (disc 5)
hellboy (2004)
down with love (2003)
die hard 4 - live free or die hard (2007)
 

if you have any problems with a dvd, visit this link: 
http://www.movieshack.co.nz/?_account=mc&md=message&s=rental_problem
 
+------------------------------------------------------------------------+ 
please do not reply to this email, visit our contact page to reply: 
http://www.movieshack.co.nz/?_movieshack&i=contact 
+------------------------------------------------------------------------+ 
if you'd rather not receive ""today's activity"" alerts from movieshack,
please feel free to remove yourself from this alert category
by clicking here - http://www.movieshack.co.nz/?_account=mc&md=eao

",0,1
